SYMBOL,Z,N,A,EPorc,MAE,MSE,BEA
Ba,56,87,143,0.807081882968924,0.066842423083497,0.004467909523673,8.2819878
Ba,56,88,144,0.803688741692331,0.066428530480957,0.004412749661859,8.2654549
Ba,56,89,145,0.893282826027462,0.073560046118164,0.005411080384906,8.2347991
Ba,56,90,146,0.923619035631408,0.075880192492676,0.005757803612726,8.2155293
Ba,56,91,147,1.03437827354822,0.084645661804199,0.007164888062271,8.1832405
Ba,56,92,148,1.06350407711255,0.086825661853027,0.007538695556216,8.1641118
Ba,56,93,149,1.17517764550653,0.095563677490235,0.009132416455458,8.1318495
Ba,56,94,150,1.21581447777948,0.098624931213379,0.009726877056844,8.1118405
La,57,67,124,0.668562877605271,0.055345591223144,0.003063134467839,8.2782926
La,57,68,125,0.571170603739323,0.04743368413086,0.002249954390226,8.3046438
La,57,69,126,0.663932460350395,0.055188899768066,0.00304581465761,8.3124268
La,57,70,127,0.402944462527535,0.033579542797851,0.001127585694513,8.3335412
La,57,71,128,0.477126412554739,0.039778937463378,0.001582363865715,8.3371904
La,57,72,129,0.244464616801313,0.020427573144531,0.000417285744575,8.3560449
La,57,73,130,0.360538159271152,0.030127260461425,0.000907651822911,8.3561919
La,57,74,131,0.184647204943481,0.015455649816895,0.000238877111262,8.3703676
La,57,75,132,0.333647465808252,0.027918805505371,0.000779459700847,8.3677559
La,57,76,133,0.194959977607966,0.016335387512207,0.000266844885174,8.3788415
La,57,77,134,0.364639357780673,0.030536682177735,0.000932488958424,8.3744888
La,57,78,135,0.259249639645374,0.021732371533203,0.000472295972457,8.3827972
La,57,79,136,0.445156155677894,0.037286507519532,0.001390283643004,8.3760512
La,57,80,137,0.303549265265413,0.025443137280274,0.000647353234663,8.3818807
La,57,81,138,0.392345603618406,0.032859271911621,0.001079731750562,8.3750835
La,57,82,139,0.290674184450901,0.024352679394532,0.000593052993693,8.3779987
La,57,83,140,0.568841032822814,0.047526782629394,0.002258795067102,8.3550201
La,57,84,141,0.639190407816346,0.053328966064454,0.002843978621504,8.343205
La,57,85,142,0.748906603652571,0.06231521763916,0.003883186349416,8.3208263
La,57,86,143,0.757823873457652,0.062945814123536,0.003962175515675,8.3061271
La,57,87,144,0.870596385136613,0.072097815417481,0.005198094987973,8.2814283
La,57,88,145,0.887616630617623,0.073371165576171,0.005383327938006,8.2660873
La,57,89,146,1.0069253486482,0.082970636645507,0.006884126545361,8.2399988
La,57,90,147,1.02744455823919,0.084471905065918,0.007135502745465,8.2215536
La,57,91,148,1.08358245464608,0.088785674377441,0.007882895974657,8.1937165
La,57,92,149,1.09300019603914,0.089365789123535,0.007986244265672,8.1761915
La,57,93,150,1.13629936655712,0.092601965783691,0.008575124067004,8.1494339
La,57,94,151,1.18152185646377,0.09604642685547,0.009224916111703,8.1290436
Ce,58,68,126,0.371061619286762,0.030698885473633,0.000942421569323,8.2732581
Ce,58,69,127,0.550510400764068,0.04558662232666,0.002078140135154,8.2807922
Ce,58,70,128,0.331944851045033,0.027574412805176,0.00076034824155,8.3069259
Ce,58,71,129,0.401939395861596,0.033404946447753,0.001115890447177,8.3109411
Ce,58,72,130,0.127572287457625,0.010630874780274,0.000113015498594,8.3332164
Ce,58,73,131,0.243539999259304,0.020295154748535,0.000411893306267,8.3333969
Ce,58,74,132,0.010416616786177,0.000870029406737,7.5695116858786E-07,8.3523223
Ce,58,75,133,0.158182416781346,0.013207963049316,0.000174450287912,8.3498301
Ce,58,76,134,0.038648703874259,0.003233262292481,1.04539850519788E-05,8.3657716
Ce,58,77,135,0.124359511006778,0.010398925024415,0.000108137641663,8.3619861
Ce,58,78,136,0.022405061828203,0.001876146643067,3.51992622629078E-06,8.3737624
Ce,58,79,137,0.173094400108889,0.014483240673828,0.000209764260416,8.3672497
Ce,58,80,138,0.050069264085051,0.004194322680664,1.75923427495362E-05,8.3770408
Ce,58,81,139,0.2060918255317,0.017250847009278,0.000297591722538,8.3704664
Ce,58,82,140,0.069497885280886,0.005821354492188,3.38881681237137E-05,8.3763045
Ce,58,83,141,0.322221687553633,0.026922896704102,0.00072484236694,8.3553956
Ce,58,84,142,0.350226759695641,0.029233672790527,0.000854607624824,8.34707
Ce,58,85,143,0.627605257956562,0.052246107421874,0.002729655740738,8.3246765
Ce,58,86,144,0.675240993808318,0.056144676159669,0.003152224661074,8.3147612
Ce,58,87,145,0.8272790808782,0.068580411633301,0.004703272859793,8.2898762
Ce,58,88,146,0.795805971271471,0.065880861791992,0.004340287950456,8.2785081
Ce,58,89,147,0.924732578429502,0.076313809411621,0.005823797506913,8.2525274
Ce,58,90,148,0.902734485368888,0.074388820593262,0.005533696629256,8.2403876
Ce,58,91,149,1.034792404108,0.085000221887206,0.007225037720874,8.2142294
Ce,58,92,150,1.02476006113854,0.084041833068847,0.007063029705572,8.201123
Ce,58,93,151,1.06343697990689,0.086949562768554,0.007560226465643,8.1762779
Pr,59,69,128,0.648226798282021,0.053342026403808,0.002845371780865,8.2289141
Pr,59,70,129,0.560964292973291,0.046304128894043,0.002144072352636,8.2543808
Pr,59,71,130,0.70570129289752,0.058317436462403,0.003400923395546,8.2637565
Pr,59,72,131,0.427562014364388,0.035428403771972,0.00125517179383,8.2861439
Pr,59,73,132,0.4809418691011,0.039877476391602,0.001590213123363,8.2915377
Pr,59,74,133,0.248545131965952,0.020654743701172,0.000426618437361,8.3102588
Pr,59,75,134,0.335342480206755,0.027876623669434,0.000777106147207,8.3128817
Pr,59,76,135,0.135999936134484,0.011327337304687,0.000128308570414,8.3289284
Pr,59,77,136,0.241195627929641,0.02009161727295,0.000403673084643,8.3300089
Pr,59,78,137,0.094579884615541,0.007889577233886,6.22454289294532E-05,8.3417074
Pr,59,79,138,0.242472929912867,0.020220349853515,0.000408862548199,8.3392195
Pr,59,80,139,0.112801333908909,0.009418370837402,8.87057092308211E-05,8.3495208
Pr,59,81,140,0.266755481957371,0.022264789782716,0.000495720864069,8.3465163
Pr,59,82,141,0.16401783117591,0.013702025341797,0.000187745498467,8.3539852
Pr,59,83,142,0.388989510889499,0.032427345043946,0.001051532706599,8.3363032
Pr,59,84,143,0.399605592453909,0.033284860107422,0.001107881912371,8.329428
Pr,59,85,144,0.623071935979531,0.051786880041505,0.002681880944433,8.3115411
Pr,59,86,145,0.664693427156819,0.055183702453613,0.003045241016489,8.3021285
Pr,59,87,146,0.937200847334038,0.077603276062012,0.006022268455557,8.280325
Pr,59,88,147,0.934623395744814,0.077298401794433,0.005975042919974,8.27054
Pr,59,89,148,1.0031062063429,0.082751656762696,0.006847836696971,8.2495409
Pr,59,90,149,0.970159897214923,0.079924721618653,0.006387961125819,8.238304
Pr,59,91,150,1.01900442372479,0.083751276586915,0.007014276329938,8.2189316
Pr,59,92,151,0.983612782024278,0.080733780419921,0.006517943300892,8.2078824
Pr,59,93,152,1.05004513147417,0.085968296411133,0.007390547987832,8.1871049
Pr,59,94,153,1.06423158852448,0.08696940024414,0.007563676578825,8.1720371
Pr,59,95,154,1.10562673592631,0.090078720422364,0.00811417587293,8.1472994
Pr,59,96,155,1.09945655247835,0.089397249865723,0.007991868283554,8.1310398
Pr,59,97,156,1.13121535991958,0.091687648571778,0.008406624900622,8.1052337
Pr,59,98,157,1.16458409877549,0.094166139038086,0.00886726174134,8.085817
Nd,60,70,130,0.365678888928959,0.030067996374513,0.000904084405978,8.2225136
Nd,60,71,131,0.542974355445267,0.044688442810058,0.001997056920788,8.2303045
Nd,60,72,132,0.389353127201647,0.032148149499511,0.001033503516243,8.2568104
Nd,60,73,133,0.442574852608741,0.036566561096192,0.001337113390402,8.262232
Nd,60,74,134,0.153954026445057,0.01275592105713,0.000162713522016,8.2855391
Nd,60,75,135,0.241084246481741,0.019981432653809,0.000399257650899,8.2881536
Nd,60,76,136,0.010617556853105,0.00088216105957,7.78208135021581E-07,8.3085127
Nd,60,77,137,0.094846452061792,0.00788135053711,6.21156862888011E-05,8.3095892
Nd,60,78,138,0.102427422173259,0.008527589501954,7.27197827138338E-05,8.3254946
Nd,60,79,139,0.037757675216246,0.003142822094727,9.87733071910382E-06,8.3236642
Nd,60,80,140,0.138639395773537,0.011559564270019,0.000133623526113,8.337864
Nd,60,81,141,0.007654015171019,0.000638001000977,4.07045277248215E-07,8.3355074
Nd,60,82,142,0.131587391214945,0.010982324462891,0.000120611450608,8.346031
Nd,60,83,143,0.179983740365769,0.01499352623291,0.000224805828897,8.3304893
Nd,60,84,144,0.186976100801506,0.015569357250977,0.000242404885209,8.3269237
Nd,60,85,145,0.408221308272169,0.033919877185058,0.001150558068249,8.3091883
Nd,60,86,146,0.397367821394084,0.032997792248535,0.001088854293277,8.3040927
Nd,60,87,147,0.653087155928957,0.054099151159669,0.002926718156197,8.2836036
Nd,60,88,148,0.658501728385142,0.054505358874511,0.002970834146039,8.2771778
Nd,60,89,149,0.930979471851111,0.076856486157226,0.005906919464436,8.2554437
Nd,60,90,150,0.891847244642491,0.073573642114258,0.005413080813957,8.2495789
Nd,60,91,151,0.939657790738517,0.077336411779784,0.005980920586972,8.2302741
Nd,60,92,152,0.845513083517209,0.069535061938476,0.004835124838788,8.2240078
Nd,60,93,153,0.894836822472637,0.073417631604004,0.005390148630341,8.2045832
Nd,60,94,154,0.873838450804806,0.071587896459962,0.005124826919562,8.1923491
Nd,60,95,155,0.95575451316511,0.078088058776855,0.006097744923538,8.170305
Nd,60,96,156,0.956322877513292,0.078000816284179,0.006084127340998,8.1563265
Nd,60,97,157,1.05679239560562,0.085940123510742,0.007385704829042,8.1321671
Nd,60,98,158,1.0624351741715,0.08621611397705,0.007433218309304,8.1149529
Nd,60,99,159,1.09822875708156,0.088833773706055,0.007891439350859,8.0888224
Nd,60,100,160,1.12457370449309,0.09075271784668,0.008236055796559,8.0699662
Pm,61,72,133,0.548722637173259,0.045018764074706,0.002026689118814,8.2042841
Pm,61,73,134,0.709793222105246,0.058298249487304,0.003398685893284,8.2134131
Pm,61,74,135,0.476353908164622,0.039236286791992,0.001539486201223,8.2367933
Pm,61,75,136,0.51126175393155,0.042146991040038,0.001776368853729,8.2437207
Pm,61,76,137,0.262701495107945,0.021708736303712,0.000471269231904,8.2636516
Pm,61,77,138,0.32463149296794,0.026841686877441,0.000720476154427,8.2683558
Pm,61,78,139,0.110358259802951,0.00914378581543,8.36088190384663E-05,8.2855473
Pm,61,79,140,0.186189066164206,0.015433390063477,0.000238189528851,8.2890958
Pm,61,80,141,0.001002447883408,8.32426757817473E-05,6.92934307130509E-09,8.3039405
Pm,61,81,142,0.086692373375055,0.007201239575195,5.18578514193615E-05,8.3066587
Pm,61,82,143,0.059785431675483,0.004972793237304,2.47286725809746E-05,8.3177341
Pm,61,83,144,0.215461806804647,0.01789474276123,0.000320221818491,8.3052969
Pm,61,84,145,0.241199713408694,0.020025988024903,0.000401040196374,8.3026583
Pm,61,85,146,0.493026015980904,0.040865225524902,0.001669966657201,8.288655
Pm,61,86,147,0.472339855003863,0.039130386914062,0.001531187180044,8.2843712
Pm,61,87,148,0.675907144765158,0.055885545825195,0.00312319423218,8.2682283
Pm,61,88,149,0.684686923772251,0.056565599865723,0.003199667088169,8.2615277
Pm,61,89,150,0.908510713942172,0.074895919799804,0.005609398802659,8.2438125
Pm,61,90,151,0.866571627716367,0.071416527514648,0.00510032040225,8.2412723
Pm,61,91,152,1.03239178857357,0.084925883410644,0.007212405673078,8.2261293
Pm,61,92,153,0.922447683229876,0.07583584091797,0.005751074767736,8.2211536
Pm,61,93,154,0.935233617520809,0.076733271606445,0.005887994971428,8.204717
Pm,61,94,155,0.879623723590744,0.072087782788087,0.005196648427302,8.1952977
Pm,61,95,156,0.918681919534586,0.075118106127929,0.005642729868247,8.1767263
Pm,61,96,157,0.901905299575295,0.073632863635254,0.005421798607128,8.1641458
Pm,61,97,158,0.968585027141459,0.078875386975097,0.006221326670471,8.1433622
Pm,61,98,159,1.00053087517062,0.081311744482422,0.006611599790775,8.1268601
Pm,61,99,160,1.09359429064826,0.0886209421875,0.0078536713942,8.1036398
Pm,61,100,161,1.10473253475046,0.089328647351074,0.007979607237573,8.0859977
Sm,62,73,135,0.562359871488257,0.045987692687989,0.002114867878765,8.177627
Sm,62,74,136,0.440057886463298,0.036110782714843,0.001303988628279,8.2059165
Sm,62,75,137,0.483432203624594,0.039706958813477,0.001576642578215,8.2135527
Sm,62,76,138,0.17992140316093,0.014821796728516,0.000219685658261,8.2379286
Sm,62,77,139,0.23667064514277,0.019508947302246,0.000380599024842,8.2430786
Sm,62,78,140,0.021112777130995,0.001744722131347,3.04405531561248E-06,8.2638211
Sm,62,79,141,0.073381733627147,0.00606562109375,3.67917592529473E-05,8.265846
Sm,62,80,142,0.175457941561304,0.01453834099121,0.000211363358777,8.2859407
Sm,62,81,143,0.083792770804852,0.006944897766113,4.82316049817592E-05,8.2881825
Sm,62,82,144,0.28352414745325,0.023542937927246,0.000554269926246,8.30368
Sm,62,83,145,0.029546756529332,0.002450316625977,6.00405156753741E-06,8.2930139
Sm,62,84,146,0.045885594058691,0.00380568605957,1.44832463840045E-05,8.2938581
Sm,62,85,147,0.233282373760213,0.019317118188477,0.000373151055108,8.2805734
Sm,62,86,148,0.238509404743393,0.0197477024292,0.000389971751232,8.2796326
Sm,62,87,149,0.489233441088934,0.040427650317383,0.001634394910185,8.2634683
Sm,62,88,150,0.438798794908888,0.03625190435791,0.001314200569575,8.2616235
Sm,62,89,151,0.661283913851453,0.054516070617677,0.002972001955592,8.2439735
Sm,62,90,152,0.587132366369603,0.048403570983886,0.002342905683992,8.2440645
Sm,62,91,153,0.784368762850523,0.064542076220704,0.004165679602879,8.2285373
Sm,62,92,154,0.731982611600966,0.060219022912598,0.003626330720548,8.2268379
Sm,62,93,155,0.915166463372845,0.075146384753419,0.005646979141509,8.2112258
Sm,62,94,156,0.820266975197552,0.067302949609376,0.004529687026122,8.2050054
Sm,62,95,157,0.851380558970317,0.069703072949219,0.004858518378564,8.1870642
Sm,62,96,158,0.799736239336636,0.065396891479493,0.004276753415181,8.1773075
Sm,62,97,159,0.854036164180084,0.069667968493652,0.004853625834033,8.1574963
Sm,62,98,160,0.840844804913307,0.068483579675293,0.004690000685142,8.1446159
Sm,62,99,161,0.929797115348134,0.07551851036377,0.005703045407563,8.1220418
Sm,62,100,162,0.936397367631678,0.075919114196777,0.005763711900423,8.1075745
Sm,62,101,163,1.036460064532,0.083789144885254,0.007020620800602,8.0841653
Sm,62,102,164,1.06735947048339,0.086112217089843,0.007415313932128,8.0677803
Eu,63,74,137,0.58097408186488,0.04735272130127,0.002242280214636,8.1505738
Eu,63,75,138,0.719285089637644,0.05870532364502,0.003446315024267,8.1616211
Eu,63,76,139,0.528554243432015,0.04327389185791,0.00187262971653,8.1872187
Eu,63,77,140,0.519546323181576,0.042591020385743,0.001813995017499,8.197733
Eu,63,78,141,0.269267441430849,0.022127550952149,0.00048962851114,8.2176853
Eu,63,79,142,0.282605888167566,0.023248279479981,0.000540482498779,8.226396
Eu,63,80,143,0.04023030238735,0.00331731739502,1.10045946992997E-05,8.2458177
Eu,63,81,144,0.058067583320845,0.004792999597168,2.2972845138451E-05,8.2541744
Eu,63,82,145,0.13799705644344,0.011411355261231,0.000130219028898,8.2692744
Eu,63,83,146,0.0769416342503,0.00635686604004,4.0409745851013E-05,8.2619327
Eu,63,84,147,0.051267888468105,0.004236542932128,1.7948296015766E-05,8.2635409
Eu,63,85,148,0.288282735836261,0.023794325134277,0.000566169908596,8.2538155
Eu,63,86,149,0.285231020742666,0.023541702026368,0.000554211734298,8.253556
Eu,63,87,150,0.553088932483217,0.045581984228516,0.002077717286209,8.2413481
Eu,63,88,151,0.54608250501642,0.044993374743653,0.002024403770823,8.2392998
Eu,63,89,152,0.708909920031577,0.058319079980469,0.003401115089768,8.2265854
Eu,63,90,153,0.609839630056308,0.050181880346679,0.002518221115128,8.2287011
Eu,63,91,154,0.759326705307859,0.062394639257812,0.003893091008113,8.2171006
Eu,63,92,155,0.691214775915158,0.056794878601075,0.003225658235311,8.216676
Eu,63,93,156,0.846644260006695,0.069463937512207,0.0048252386147,8.2046192
Eu,63,94,157,0.832498414797449,0.068263184204101,0.004659862317683,8.1997975
Eu,63,95,158,0.917248948843414,0.075078037231446,0.005636711674526,8.185132
Eu,63,96,159,0.849369233947097,0.069450363110352,0.00482335293616,8.1766987
Eu,63,97,160,0.864044164624254,0.070506893798829,0.004971222073159,8.160103
Eu,63,98,161,0.829122790380613,0.067565058654786,0.004565037151025,8.148981
Eu,63,99,162,0.878838315314688,0.071445681994629,0.005104485475678,8.1295593
Eu,63,100,163,0.873935003762289,0.070928715222168,0.005030882643067,8.1160172
Eu,63,101,164,0.939244259831415,0.076035284887695,0.005781364547953,8.0953686
Eu,63,102,165,0.956553276607898,0.077290010766602,0.005973745764301,8.0800529
Gd,64,76,140,0.437407453829993,0.035670471569825,0.001272382542014,8.1549757
Gd,64,77,141,0.528043782685462,0.043112710205078,0.001858705781227,8.164609
Gd,64,78,142,0.206986023810417,0.016952687097168,0.000287393599814,8.1902569
Gd,64,79,143,0.228354890891587,0.018721261950685,0.000350485649026,8.1983188
Gd,64,80,144,0.065825944858837,0.00541216850586,2.92915679358194E-05,8.2219382
Gd,64,81,145,0.031510068712421,0.00259294732666,6.72337583883174E-06,8.2289485
Gd,64,82,146,0.294052831830869,0.024257909533692,0.000588446174945,8.2495072
Gd,64,83,147,0.092956237903156,0.007662695581054,5.87169035679033E-05,8.2433366
Gd,64,84,148,0.159811958598391,0.013181833386231,0.000173760731422,8.2483398
Gd,64,85,149,0.06682094923783,0.005505702490234,3.03127599109722E-05,8.2394856
Gd,64,86,150,0.02265025235623,0.001866972033691,3.48558457458271E-06,8.2426103
Gd,64,87,151,0.282626908463191,0.023263146887207,0.000541174003096,8.2310446
Gd,64,88,152,0.247632234019884,0.020388562756347,0.000415693491269,8.2334042
Gd,64,89,153,0.525548972922575,0.043202337609863,0.001866441974957,8.2204209
Gd,64,90,154,0.41180642517355,0.033870253210449,0.00114719405254,8.2247996
Gd,64,91,155,0.560388175168584,0.046026104772949,0.00211840232057,8.2132541
Gd,64,92,156,0.461704713217029,0.037930544116211,0.001438726176952,8.2153253
Gd,64,93,157,0.613871536294992,0.05035899567871,0.002536028445768,8.2035072
Gd,64,94,158,0.56108179343854,0.046018935021973,0.002117742380557,8.2018229
Gd,64,95,159,0.743017596666592,0.060835440258789,0.003700950791481,8.1876177
Gd,64,96,160,0.726024707045201,0.059410725927734,0.00352963435526,8.1830171
Gd,64,97,161,0.836719497755099,0.068336499597168,0.004669877177194,8.1671934
Gd,64,98,162,0.765183724262109,0.062431625476075,0.003897707859585,8.1590373
Gd,64,99,163,0.800562611333865,0.065171848815918,0.004247369878085,8.140756
Gd,64,100,164,0.761020895275729,0.061870982043457,0.003828018419022,8.1299978
Gd,64,101,165,0.812381864110434,0.065887766406251,0.004341197762005,8.1104428
Gd,64,102,166,0.803247078224171,0.065040731262208,0.004230296723123,8.097226
Gd,64,103,167,0.881497595740572,0.071185715625001,0.005067406109044,8.0755428
Tb,65,75,140,0.737191272521394,0.059481554638673,0.003538055342233,8.0686732
Tb,65,76,141,0.6061005465569,0.049078846899414,0.002408733212976,8.0974761
Tb,65,77,142,0.708120115872809,0.057439219848632,0.00329926397682,8.111508
Tb,65,78,143,0.574302620316116,0.046737996923827,0.002184440356452,8.1382176
Tb,65,79,144,0.533626338609397,0.043497418103028,0.00189202538163,8.1512877
Tb,65,80,145,0.192314608725751,0.015728526623535,0.000247386549747,8.1785397
Tb,65,81,146,0.207047713310379,0.01695130147705,0.000287346621766,8.1871474
Tb,65,82,147,0.044298621576232,0.00363542175293,1.32162913216796E-05,8.206625
Tb,65,83,148,0.11077972400719,0.009088723828125,8.26049008239227E-05,8.2043207
Tb,65,84,149,0.037470741568519,0.003076278674316,9.46349048204957E-06,8.2098153
Tb,65,85,150,0.199620057808915,0.016381499853516,0.000268353537451,8.2063396
Tb,65,86,151,0.162407356178624,0.013331815722657,0.000177737310463,8.2088743
Tb,65,87,152,0.36611083323427,0.030028436901855,0.000901707022769,8.2020072
Tb,65,88,153,0.322586018756984,0.026468345422364,0.000700573309398,8.2050504
Tb,65,89,154,0.545070309802124,0.044677612927247,0.001996089096877,8.1966697
Tb,65,90,155,0.462202332846523,0.037914075122071,0.001437477092362,8.2029173
Tb,65,91,156,0.623082000373551,0.051059336181641,0.00260705581131,8.1946415
Tb,65,92,157,0.506614428034153,0.04153296817627,0.001724987445531,8.1981416
Tb,65,93,158,0.624342344459222,0.051128366064454,0.002614109816421,8.1891556
Tb,65,94,159,0.555101331768582,0.045456151733399,0.00206626173041,8.1888025
Tb,65,95,160,0.701945958133769,0.057401403295899,0.003294921100338,8.1774676
Tb,65,96,161,0.665053805599764,0.054364696313476,0.002955520205256,8.1744809
Tb,65,97,162,0.800762055238138,0.06537483317871,0.004273868813144,8.1640773
Tb,65,98,163,0.831284743275814,0.06779652619629,0.004596368964284,8.1556322
Tb,65,99,164,0.853069449142063,0.069439259423827,0.00482181074933,8.1399304
Tb,65,100,165,0.799287672482679,0.064984692651367,0.004223010278993,8.1303259
Tb,65,101,166,0.82026995546008,0.066550330688477,0.004428946514746,8.113223
Tb,65,102,167,0.793308859729406,0.064269449218751,0.004130562102882,8.101441
Tb,65,103,168,0.833550876584353,0.067374233581543,0.0045392873507,8.082798
Dy,66,77,143,0.567435940485065,0.04582075123291,0.002099541243548,8.0750527
Dy,66,78,144,0.415511122143663,0.033679628796387,0.001134317395862,8.1055902
Dy,66,79,145,0.55155290017321,0.044768933374023,0.002004257395448,8.1168884
Dy,66,80,146,0.190985384028244,0.015557884814454,0.0002420477799,8.1461128
Dy,66,81,147,0.180601585325663,0.014731252319336,0.000217009794896,8.156768
Dy,66,82,148,0.129039960404434,0.010556685607909,0.000111443611024,8.180943
Dy,66,83,149,0.020917557035244,0.001710867321778,2.92706699272801E-06,8.1790972
Dy,66,84,150,0.108218061655605,0.00886213885498,7.85375050849402E-05,8.1891495
Dy,66,85,151,0.066417693864401,0.005436074975586,2.95509111401943E-05,8.1846789
Dy,66,86,152,0.040522443199424,0.003319970178223,1.10222019842926E-05,8.1929171
Dy,66,87,153,0.167003393596774,0.013670482629395,0.000186882095321,8.1857514
Dy,66,88,154,0.07045638783941,0.005772583801269,3.33227237426732E-05,8.1931305
Dy,66,89,155,0.297819991309666,0.024374651306152,0.000594123626296,8.184357
Dy,66,90,156,0.192547661942161,0.015774345129394,0.000248829964261,8.1924366
Dy,66,91,157,0.408202499888133,0.033409858959962,0.001116218675725,8.1846287
Dy,66,92,158,0.334426447451866,0.027389960131837,0.000750209916024,8.1901298
Dy,66,93,159,0.470463987888862,0.038491407299805,0.001481588435919,8.1815842
Dy,66,94,160,0.366491758270041,0.029993878271485,0.000899632733765,8.1840526
Dy,66,95,161,0.505873137086202,0.041346576159668,0.001709539360127,8.1733093
Dy,66,96,162,0.430357292929704,0.035175061828614,0.001237284974647,8.1734555
Dy,66,97,163,0.581429330186631,0.04745500604248,0.002251977598492,8.161784
Dy,66,98,164,0.545415495167057,0.044498884362794,0.001980150709533,8.1587129
Dy,66,99,165,0.735665559700132,0.059911928576661,0.003589439185775,8.1439083
Dy,66,100,166,0.743683632016982,0.060515614245606,0.003662139567523,8.1372793
Dy,66,101,167,0.785792220577618,0.063813229138184,0.004072128213042,8.1208782
Dy,66,102,168,0.716213898490602,0.058103062365722,0.003375965856275,8.1125293
Dy,66,103,169,0.745378719036457,0.060336593054199,0.003640504461388,8.0947566
Ho,67,77,144,0.744655829148268,0.059699785351562,0.003564064371023,8.0170977
Ho,67,78,145,0.579118960744932,0.046610848217773,0.00217257117158,8.0485792
Ho,67,79,146,0.673788864414313,0.054329230749511,0.002951665313834,8.0632426
Ho,67,80,147,0.515727596426462,0.041743188146972,0.001742493756674,8.0940381
Ho,67,81,148,0.496202400364908,0.040236951916503,0.001619012299531,8.1089797
Ho,67,82,149,0.181770572000288,0.014783864135742,0.000218562638784,8.133255
Ho,67,83,150,0.291472441624595,0.02371082347412,0.000562203149821,8.1348423
Ho,67,84,151,0.153540359418135,0.01250667097168,0.000156416818794,8.1455267
Ho,67,85,152,0.28162182165489,0.022937870104981,0.000526145884953,8.1449193
Ho,67,86,153,0.168025842534896,0.013700217602539,0.000187695962357,8.1536372
Ho,67,87,154,0.324876725478584,0.026479670410156,0.00070117294503,8.1506825
Ho,67,88,155,0.21370852722994,0.017436917907714,0.00030404610612,8.1592055
Ho,67,89,156,0.380571851859874,0.031037263366699,0.000963311717294,8.155428
Ho,67,90,157,0.279393281672975,0.022807257189941,0.000520170980528,8.1631373
Ho,67,91,158,0.457174027519781,0.037298409997559,0.001391171388346,8.1584709
Ho,67,92,159,0.369156280467926,0.030142003820801,0.000908540394333,8.1651066
Ho,67,93,160,0.56961922817569,0.046472956628419,0.002159735697787,8.1586004
Ho,67,94,161,0.457649872311678,0.037358478051758,0.001395655882344,8.1631134
Ho,67,95,162,0.559944875345635,0.045665814916992,0.002085366652033,8.1554126
Ho,67,96,163,0.466914976926321,0.038086100585938,0.001450551057842,8.156967
Ho,67,97,164,0.585858278648713,0.047735283776856,0.002278657317257,8.1479234
Ho,67,98,165,0.523806108782364,0.042674269445801,0.001821093272733,8.1469591
Ho,67,99,166,0.672900133641382,0.054743745288086,0.002996877648167,8.1354933
Ho,67,100,167,0.662201885533967,0.053839484631348,0.002898690105369,8.1303732
Ho,67,101,168,0.837917858137154,0.068012167822266,0.004625654971884,8.1168061
Ho,67,102,169,0.801696472682127,0.065010065625,0.004226308632567,8.1090622
Ho,67,103,170,0.799920042254025,0.064743849987792,0.004191766111242,8.0937902
Ho,67,104,171,0.753053355875201,0.060873836889648,0.003705624017668,8.0836021
Er,68,78,146,0.4507178165334,0.036104807934571,0.001303557155992,8.0105127
Er,68,79,147,0.530263062382099,0.042561437438964,0.001811475956871,8.026476
Er,68,80,148,0.340424814419821,0.027437192895508,0.000752799553985,8.0596924
Er,68,81,149,0.428395765653433,0.034592768725586,0.001196659648102,8.0749558
Er,68,82,150,0.153929775929826,0.012471692456055,0.000155543112718,8.1021962
Er,68,83,151,0.251917812353283,0.020417616992187,0.00041687908364,8.1048723
Er,68,84,152,0.066022899909973,0.005360629333497,2.87363468511474E-05,8.1193485
Er,68,85,153,0.196025383829914,0.015914939050292,0.000253285284975,8.1188154
Er,68,86,154,0.021624696492037,0.001758605065918,3.09269177787232E-06,8.1323919
Er,68,87,155,0.18117189481031,0.014728268457031,0.000216921891742,8.1294444
Er,68,88,156,0.020688447841738,0.001684434472656,2.83731949267221E-06,8.1419084
Er,68,89,157,0.21186760328008,0.017238344189453,0.000297160510394,8.1363757
Er,68,90,158,0.062681099193438,0.005107210205079,2.60835960788618E-05,8.147927
Er,68,91,159,0.249081862004617,0.020282173596192,0.000411366565786,8.1427742
Er,68,92,160,0.131909953000286,0.010752932263184,0.000115625552257,8.1517217
Er,68,93,161,0.326506878509632,0.026596802355957,0.000707389895562,8.1458628
Er,68,94,162,0.239416741855882,0.019518200646973,0.000380960156495,8.1523959
Er,68,95,163,0.443607880617871,0.03613070982666,0.001305428192578,8.1447403
Er,68,96,164,0.316917183582117,0.025825641821289,0.000666963775482,8.1490191
Er,68,97,165,0.436312155868943,0.035515525012206,0.001261352516893,8.1399348
Er,68,98,166,0.337440745085132,0.027474249658203,0.000754834394281,8.1419479
Er,68,99,167,0.470925814182369,0.038294440197754,0.001466464150059,8.1317352
Er,68,100,168,0.423290302630521,0.03441176484375,0.001184169559662,8.1295897
Er,68,101,169,0.586378480647993,0.047596387011719,0.002265416056569,8.1170078
Er,68,102,170,0.574757594216688,0.046624065332031,0.002173803468085,8.1119529
Er,68,103,171,0.758756708512784,0.06144214852295,0.003775137615116,8.0977404
