SYMBOL,Z,N,A,EPorc,MAE,MSE
La,57,67,124,0.5060819071101479,0.04196266961115924,0.0017608656408953074
La,57,68,125,0.38119539109384754,0.03171683133085956,0.0010059573896701948
La,57,69,126,0.46369983867146375,0.038621532516501134,0.0014916227739231545
La,57,70,127,0.18286496338496405,0.01527260404090569,0.00023325243419028882
La,57,71,128,0.2592897353366076,0.02166444793462574,0.00046934830431210955
La,57,72,129,0.04356628315607958,0.003647728536398276,1.3305923475254309e-05
La,57,73,130,0.176254552443799,0.014755262480932174,0.0002177177708812047
La,57,74,131,0.01932695319397857,0.0016204109583544124,2.6257316739550654e-06
La,57,75,132,0.2032783133280999,0.01703196364544013,0.0002900877856195942
La,57,76,133,0.09970974034213022,0.008362470877802508,6.993091918209505e-05
La,57,77,134,0.3305214472444718,0.02768889413135156,0.0007666748582171949
La,57,78,135,0.27573685618502103,0.02311066100758019,0.0005341026522072875
La,57,79,136,0.5373340389232062,0.044966109101880036,0.0020219509677621788
La,57,80,137,0.4614053939910878,0.038613680072835166,0.0014910162887672676
La,57,81,138,0.6648529802501617,0.05553125688044247,0.0030837204907216893
La,57,82,139,0.6351264774866148,0.05302875865509549,0.0028120492445003645
La,57,83,140,0.8701414467309246,0.07248333546291974,0.0052538339198301585
La,57,84,141,0.8733593196853415,0.07269700584746808,0.005284854659186808
La,57,85,142,0.9787884184479321,0.08125787560129005,0.006602842347234729
La,57,86,143,0.9199309501537782,0.07628789601132979,0.005819843077835468
La,57,87,144,1.0297651108947503,0.08514490494126115,0.007249654837456397
La,57,88,145,1.0028780025328827,0.0828041696787416,0.00685653051618583
La,57,89,146,1.1293536194546105,0.09294606680920658,0.008638971335301494
La,57,90,147,1.0970632304505188,0.09013352991293822,0.008124053214566529
La,57,91,148,1.1635597616583817,0.09526341578587072,0.009075118387191683
La,57,92,149,1.1583626667397526,0.09464875400427353,0.008958386634561484
La,57,93,150,1.2482756826653303,0.10161489543939695,0.010325586975159574
La,57,94,151,1.2682589021131356,0.10300901546381525,0.010610857266824529
Ce,58,68,126,0.27684407926562704,0.022925545244399714,0.0005255806247530184
Ce,58,69,127,0.40082644675953083,0.033241089300164006,0.001104970017861478
Ce,58,70,128,0.183860132767795,0.015295700645141963,0.00023395845822579627
Ce,58,71,129,0.22021101997129564,0.018334794301276602,0.00033616468207012495
Ce,58,72,130,0.03334121501268716,0.002782867902185515,7.74435376101441e-06
Ce,58,73,131,0.06100244039800127,0.005092849254399567,2.593711352803823e-05
Ce,58,74,132,0.13191402812739952,0.011033587328441286,0.0001217400493343401
Ce,58,75,133,0.015059256894309501,0.0012592217566442798,1.5856394324063058e-06
Ce,58,76,134,0.12291509804288973,0.010291471969528843,0.00010591439529959787
Ce,58,77,135,0.0721185286084767,0.0060336894814092545,3.640540875806868e-05
Ce,58,78,136,0.015778185553023037,0.0013211401992947458,1.7454114261925607e-06
Ce,58,79,137,0.22340974367204663,0.01868386649977971,0.00034908686738159057
Ce,58,80,138,0.1814032836989794,0.015176305410715685,0.00023032024591931817
Ce,58,81,139,0.4211303186942922,0.035175087415771245,0.0012372867747071487
Ce,58,82,140,0.36040237018964566,0.030100895909562553,0.0009060639345583196
Ce,58,83,141,0.5623487169077052,0.04687426369289582,0.002197196596751132
Ce,58,84,142,0.5354342739313648,0.044610739563216484,0.0019901180843771285
Ce,58,85,143,0.7772190346170237,0.06460491532084767,0.004173795083613897
Ce,58,86,144,0.7862747139669715,0.06530484078413679,0.004264722229841455
Ce,58,87,145,0.902717788427072,0.07477823821295182,0.005591784910232968
Ce,58,88,146,0.8477607675524081,0.07014578744400524,0.004920431496139563
Ce,58,89,147,0.9556539568021414,0.07884144914515367,0.006215974103307853
Ce,58,90,148,0.9310861597541992,0.07670355627017855,0.005883435544492448
Ce,58,91,149,1.0657071504189948,0.08751285278052556,0.0076584994017859405
Ce,58,92,150,1.0693253234016957,0.08765801627950864,0.007683927818058603
Ce,58,93,151,1.1506385696629948,0.09399830157287425,0.008835680698585015
Pr,59,69,128,0.5600191763826571,0.04612391974949226,0.002127415973057602
Pr,59,70,129,0.42479364079592047,0.03511162975008908,0.0012328265437073405
Pr,59,71,130,0.5581055804705857,0.04618818023885396,0.0021333479937768593
Pr,59,72,131,0.2627854170968165,0.02181056350719679,0.00047570068050146433
Pr,59,73,132,0.31669093370358786,0.026301541914170556,0.0006917711070628706
Pr,59,74,133,0.08446213824899554,0.007030529579072464,4.942834616221284e-05
Pr,59,75,134,0.19291240010346045,0.016059376540294323,0.00025790357486295566
Pr,59,76,135,0.017684952923399017,0.0014747094991527376,2.1747681068913184e-06
Pr,59,77,136,0.17577327511003796,0.014651491747294187,0.0002146662104210297
Pr,59,78,137,0.0523573961829555,0.004369343894357058,1.9091166067155304e-05
Pr,59,79,138,0.25590035127428495,0.02133723388387665,0.0004552775498152538
Pr,59,80,139,0.17988823447109706,0.015009747325470002,0.00022529251477445387
Pr,59,81,140,0.4253372109452596,0.03544478023770736,0.0012563324460993703
Pr,59,82,141,0.38573907506795074,0.03215341103727454,0.0010338418413319281
Pr,59,83,142,0.5643059362439198,0.04696024381044417,0.0022052644987363597
Pr,59,84,143,0.5057109928068144,0.04207836332152226,0.0017705886598180299
Pr,59,85,144,0.7147713551983186,0.05935442431954385,0.003522947686304459
Pr,59,86,145,0.6932219543256031,0.05753587168480934,0.003310376530530845
Pr,59,87,146,0.9354522519018705,0.07745982856017974,0.006000025040572438
Pr,59,88,147,0.899003085304306,0.07437865835493085,0.005532184818679524
Pr,59,89,148,0.9762507277537413,0.08055762234951835,0.006489530518607619
Pr,59,90,149,0.9231096538475569,0.07608403330193525,0.005788780123489992
Pr,59,91,150,1.0278213350062468,0.08446856010137616,0.007134937645599796
Pr,59,92,151,1.0036487436632457,0.08236196731167311,0.006783493659449111
Pr,59,93,152,1.13394897052087,0.09276057080346689,0.008604523495784994
Pr,59,94,153,1.1367475058898613,0.09282882109427071,0.008617190025752118
Pr,59,95,154,1.2161406359729268,0.09897443434589448,0.009795938654089778
Pr,59,96,155,1.2085702089223178,0.09816337986279677,0.009636049146087735
Pr,59,97,156,1.2861933719508063,0.1040894672605468,0.010834617194584444
Pr,59,98,157,1.3016987587293611,0.1051105166940296,0.011048220719685874
Nd,60,70,130,0.3463418845271508,0.0284834963450038,0.0008113095640358449
Nd,60,71,131,0.4528271594682447,0.037302499639595865,0.0013914764793620496
Nd,60,72,132,0.29465029638604306,0.02435168861074999,0.0005930047381949307
Nd,60,73,133,0.3103013670020833,0.025671625973503254,0.0006590323801234469
Nd,60,74,134,0.04173609504526268,0.0034619394187984653,1.1985024539430656e-05
Nd,60,75,135,0.11359654243775982,0.00942704534059402,8.886918385361543e-05
Nd,60,76,136,0.09614271203556103,0.007994867788747584,6.391791095955369e-05
Nd,60,77,137,0.02675466098593415,0.002224715833222035,4.949360538588814e-06
Nd,60,78,138,0.12961162748878427,0.010793746250193692,0.00011650495811357038
Nd,60,79,139,0.03991849369028849,0.0033226096000138483,1.1039734554104185e-05
Nd,60,80,140,0.06777042867992539,0.005646598933592983,3.188407951685342e-05
Nd,60,81,141,0.14463652111138228,0.012039696904039943,0.000144954301541149
Nd,60,82,142,0.07443455605952275,0.006199541877506931,3.843431949096216e-05
Nd,60,83,143,0.33359313111577465,0.027747394066091502,0.0007699178774589699
Nd,60,84,144,0.28174753113030715,0.023438730179911715,0.0005493740724467043
Nd,60,85,145,0.4594852185779788,0.03816000924225982,0.0014561863053693547
Nd,60,86,146,0.40916418563340573,0.033973381508348055,0.0011541906511117657
Nd,60,87,147,0.6206750991897105,0.051430826487587566,0.002645129913196339
Nd,60,88,148,0.6054378531728167,0.05013959953523539,0.002513979441553777
Nd,60,89,149,0.8485386314402809,0.07010789340785983,0.004915116718087836
Nd,60,90,150,0.8280430501919548,0.06835329150199243,0.004672172459156351
Nd,60,91,151,0.9043232405536253,0.07445434465042489,0.005543449437324253
Nd,60,92,152,0.8540360641341795,0.07023005702056295,0.004932260909111524
Nd,60,93,153,0.9564607809887571,0.07842572014878435,0.0061505935808554395
Nd,60,94,154,0.9338395120014045,0.07645791470230279,0.005845812720624608
Nd,60,95,155,1.060603782926318,0.08656466074547531,0.007493440489979234
Nd,60,96,156,1.0636823854765631,0.08666524626692862,0.007510864910507385
Nd,60,97,157,1.204904719596976,0.0978414653637305,0.009572952344522077
Nd,60,98,158,1.1965590619798117,0.09697150963889989,0.009403473681647253
Nd,60,99,159,1.2686518627532137,0.1024463004779399,0.010495244481616348
Nd,60,100,160,1.2823459510705262,0.103323681574091,0.010675783174024152
Pm,61,72,133,0.4847092804710542,0.039792259780270456,0.0015834239384205297
Pm,61,73,134,0.6126519318054146,0.050368217518359515,0.0025369573359767784
Pm,61,74,135,0.36256237409036157,0.029897372725947946,0.0008938528959142561
Pm,61,75,136,0.39572573187780047,0.032660066276489985,0.0010666799291847184
Pm,61,76,137,0.1481506640463818,0.012256658036598367,0.00015022566622611134
Pm,61,77,138,0.23420160995569014,0.01938209288968018,0.000375665524784191
Pm,61,78,139,0.04201992810463089,0.003483959273578918,1.2137972219956543e-05
Pm,61,79,140,0.17628032980229544,0.014613490735108314,0.00021355411146509653
Pm,61,80,141,0.03449927866717356,0.002863840287332664,8.201581191349636e-06
Pm,61,81,142,0.21291561314845742,0.017663896672743817,0.0003120132456653701
Pm,61,82,143,0.11008220475446993,0.009140808518910859,8.355438037939333e-05
Pm,61,83,144,0.3363819265507962,0.027903848893943817,0.0007786247830960496
Pm,61,84,145,0.2830443945308459,0.023490403082575995,0.0005517990369818958
Pm,61,85,146,0.5037419793816514,0.041748982904200815,0.001742977573535252
Pm,61,86,147,0.423062706449031,0.035065282949855,0.001229574068353392
Pm,61,87,148,0.603488155978119,0.0499336972012383,0.002493374116184954
Pm,61,88,149,0.5589277356622167,0.04623371746109228,0.0021375566302721093
Pm,61,89,150,0.7716842732744259,0.06370258180965571,0.004058018929215879
Pm,61,90,151,0.7606581637153951,0.06275380425563526,0.003938039948554586
Pm,61,91,152,0.976275097778548,0.08035428326079774,0.00645681083835652
Pm,61,92,153,0.8985972609044655,0.07389252365999965,0.005460105052843609
Pm,61,93,154,0.972577813940791,0.079767744627258,0.006362893082919447
Pm,61,94,155,0.9233656468139348,0.07563976582479093,0.00572137417402921
Pm,61,95,156,1.022348716825113,0.08350887350375302,0.0069737319538658235
Pm,61,96,157,0.9995738914045424,0.08152775460412087,0.006646774770789752
Pm,61,97,158,1.1219078826071702,0.09122249920566361,0.008321544361327298
Pm,61,98,159,1.1237988096649147,0.09121822812171487,0.008320765141665213
Pm,61,99,160,1.2634230212566255,0.10221154400087684,0.010447199727043183
Pm,61,100,161,1.2528520233346552,0.1011573891601536,0.010232817381698761
Sm,62,73,135,0.5202384209018718,0.04256098462396629,0.001811437412161495
Sm,62,74,136,0.40569872103097604,0.033302690682829095,0.0011090692067161918
Sm,62,75,137,0.41926424665286655,0.034458494784264104,0.0011873878627971565
Sm,62,76,138,0.13669895994477796,0.01126602342232097,0.0001269232837522847
Sm,62,77,139,0.1878234315235242,0.01548998164890314,0.00023993953148335602
Sm,62,78,140,0.03759577982942857,0.0031073602806923617,9.655687914024513e-06
Sm,62,79,141,0.06308701392371435,0.005215211914689988,2.7198435315124408e-05
Sm,62,80,142,0.11040406399045254,0.0091420575564225,8.357721636494174e-05
Sm,62,81,143,0.03561009973913126,0.002947907217089707,8.69015696056958e-06
Sm,62,82,144,0.09763785597440425,0.008092449593428697,6.548774042218428e-05
Sm,62,83,145,0.09719394510312454,0.00805010160662789,6.480413587703294e-05
Sm,62,84,146,0.014521309157463358,0.001203649354700076,1.4487717690699092e-06
Sm,62,85,147,0.2407940861304673,0.019937636872597864,0.00039750936406357393
Sm,62,86,148,0.19820213013547675,0.016417009684559503,0.0002695182069829205
Sm,62,87,149,0.39594743979039176,0.03274939303487123,0.0010725227441524723
Sm,62,88,150,0.3238454062691675,0.02678554455935256,0.0007174653973410615
Sm,62,89,151,0.5074587106140991,0.041898789120468294,0.0017555085297614723
Sm,62,90,152,0.46964779764134346,0.038763342481232144,0.0015025967203172966
Sm,62,91,153,0.6839630543549133,0.056336279662586364,0.003173776406221142
Sm,62,92,154,0.6780233951947677,0.055809781336188635,0.0031147316927931895
Sm,62,93,155,0.9053376272003961,0.07434655795474754,0.005527410679718635
Sm,62,94,156,0.831117277361272,0.06818587930656506,0.004649314136809457
Sm,62,95,157,0.9035897769711958,0.07393919795279658,0.005467004993902838
Sm,62,96,158,0.8565013049682685,0.06999932554097121,0.0048999055761908645
Sm,62,97,159,0.9528649761207773,0.07765383068716503,0.006030117420390893
Sm,62,98,160,0.9309998950619242,0.07575863472729694,0.005739370735744001
Sm,62,99,161,1.0496867000069454,0.0851548412598202,0.007251346989985177
Sm,62,100,162,1.051374446709565,0.0851439786730932,0.00724949710428415
Sm,62,101,163,1.1909769651154405,0.09613352778799822,0.009241655164965825
Sm,62,102,164,1.214807293734417,0.0978652073440287,0.00957759880848973
